area_id,campaign,name_fr,name_en,name_source,name_strref,name_confidence,location_group,accessible_from,resolution_x1,resolution_x1_mpx,split_seedvr,map_variants_count,workload_mpx,workload_done_mpx,x1_tuiles_principales,x1_tuiles_secondaires,runs,build,status,has_night_variant,x1_tuiles_principales_nuit,x1_tuiles_secondaires_nuit,runs_nuit,build_nuit,status_nuit,spline_fit_1_0,notes
AR2008,SoA,,Temple of Waukeen,BGEE.LUA-cheatAreas,AR2008,,,AR2000,26x23 tuiles (1664x1472px),2.45,2 - --split-rows,1,2.45,2.45,yes,yes,seedvr2-7b-int8-lab-split-rows-x4,yes,validated-installed,no,,,,,,,"Nom non retenu comme fiable : libelle cheatAreas partage avec AR1010, n'identifie pas la zone. Lot trademeet (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-split-rows-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (8 page(s) 2048x2048); PSNR 38.95 dB; build dans maps/AR2008/runs/seedvr2-7b-int8-lab-split-rows-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR2008/runs/seedvr2-7b-int8-lab-split-rows-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Trademeet)."
AR2009,SoA,,High Merchant Prison,BGEE.LUA-cheatAreas,AR2009,confirmed,,AR2007,13x10 tuiles (832x640px),0.53,1 - direct,2,1.06,1.06,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot trademeet (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (4 page(s) 2048x2048); PSNR 37.11 dB; build dans maps/AR2009/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR2009/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Trademeet)."
AR2010,SoA,,Trademeet's Inn,BGEE.LUA-cheatAreas,AR2010,confirmed,,AR2000,20x15 tuiles (1280x960px),1.23,1 - direct,2,2.46,2.46,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot trademeet (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (4 page(s) 2048x2048); PSNR 39.74 dB; build dans maps/AR2010/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR2010/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Trademeet)."
AR2011,SoA,,Alibakkar's Estate,BGEE.LUA-cheatAreas,AR2011,confirmed,,AR2000,17x13 tuiles (1088x832px),0.91,1 - direct,2,1.82,1.82,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot trademeet (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT5 (3 page(s) 2048x2048); PSNR 38.59 dB; build dans maps/AR2011/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR2011/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Trademeet). Defaut non bloquant signale en QA : contours d'eau (rive) pas encore upscales, a traiter (cf. pipeline/PROBLEMES_A_RESOUDRE.md)."
AR2012,SoA,,Lurraxol's Estate,BGEE.LUA-cheatAreas,AR2012,confirmed,,AR2000,20x15 tuiles (1280x960px),1.23,1 - direct,2,2.46,2.46,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot trademeet (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT5 (4 page(s) 2048x2048); PSNR 37.72 dB; build dans maps/AR2012/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR2012/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Trademeet). Defaut non bloquant signale en QA : contours d'eau (rive) pas encore upscales, a traiter (cf. pipeline/PROBLEMES_A_RESOUDRE.md)."
AR2013,SoA,,Trademeet Crypt,BGEE.LUA-cheatAreas,AR2013,confirmed,,AR2000,13x11 tuiles (832x704px),0.59,1 - direct,1,0.59,0.59,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot trademeet (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (2 page(s) 2048x2048); PSNR 40.46 dB; build dans maps/AR2013/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR2013/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Trademeet)."
AR2014,SoA,,Djinni's Tent,BGEE.LUA-cheatAreas,AR2014,confirmed,,AR2000,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot trademeet (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (3 page(s) 2048x2048); PSNR 35.69 dB; build dans maps/AR2014/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR2014/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Trademeet)."
AR2015,SoA,,Merchant Tent,BGEE.LUA-cheatAreas,AR2015,confirmed,,AR2000,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot trademeet (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (3 page(s) 2048x2048); PSNR 34.71 dB; build dans maps/AR2015/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR2015/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Trademeet)."
AR2100,SoA,Ombre-Terre,Underdark,WORLDMAP,61424,official,,AR2101;AR2102;AR2200;AR2400;AR2402,80x60 tuiles (5120x3840px),19.66,10 - --split-grid 2 5,2,39.32,39.32,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie).
AR2101,SoA,,Beholder Cave in Underdark,BGEE.LUA-cheatAreas,AR2101,confirmed,,AR2100,53x40 tuiles (3392x2560px),8.68,6 - --split-grid 2 3,1,8.68,8.68,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée : retouche Photoshop ultérieure requise sur certains contours d'éléments.
AR2102,SoA,,Adalon's Cave,BGEE.LUA-cheatAreas,AR2102,confirmed,,AR2100,36x32 tuiles (2304x2048px),4.72,4 - --split-grid 2 2,2,9.44,9.44,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée : aliasing de l'eau à corriger ultérieurement.
AR2200,SoA,,Ust Natha,BGEE.LUA-cheatAreas,AR2200,confirmed,,AR2100;AR2201;AR2202;AR2204;AR2205;AR2210,80x60 tuiles (5120x3840px),19.66,10 - --split-grid 2 5,2,39.32,39.32,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie).
AR2201,SoA,,Temple in Ust Natha,BGEE.LUA-cheatAreas,AR2201,confirmed,,AR2200,40x30 tuiles (2560x1920px),4.92,4 - --split-grid 2 2,2,9.84,9.84,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie).
AR2202,SoA,,Inn in Ust Natha 1st Floor,BGEE.LUA-cheatAreas,AR2202,confirmed,,AR2200;AR2203,40x30 tuiles (2560x1920px),4.92,4 - --split-grid 2 2,2,9.84,9.84,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie).
AR2203,SoA,,Inn in Ust Natha; 2nd Floor,BGEE.LUA-cheatAreas,AR2203,confirmed,,AR2202,32x24 tuiles (2048x1536px),3.15,2 - --split-rows,2,6.30,6.30,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,"QA en jeu validée ; contrôle WED : aucune couche liquide (eau, huile, marais, égout ou lave)."
AR2204,SoA,,House in Ust Natha,BGEE.LUA-cheatAreas,AR2204,,,AR2200,30x22 tuiles (1920x1408px),2.70,2 - --split-rows,1,2.70,2.70,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,"Nom non retenu comme fiable : libelle cheatAreas partage avec AR2205, n'identifie pas la zone. QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie)."
AR2205,SoA,,House in Ust Natha,BGEE.LUA-cheatAreas,AR2205,,,AR2200,30x22 tuiles (1920x1408px),2.70,2 - --split-rows,1,2.70,2.70,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,"Nom non retenu comme fiable : libelle cheatAreas partage avec AR2204, n'identifie pas la zone. QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie)."
AR2208,SoA,,Jarlaxle's House wherever,BGEE.LUA-cheatAreas,AR2208,confirmed,,,15x12 tuiles (960x768px),0.74,1 - direct,1,0.74,0.74,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie).
AR2210,SoA,,Deirex's Cave,BGEE.LUA-cheatAreas,AR2210,confirmed,,AR2200,26x26 tuiles (1664x1664px),2.77,2 - --split-rows,2,5.54,5.54,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,"QA en jeu validée : tuile visible sur l'eau lors de la pause, correction ultérieure."
AR2300,SoA,Cité sous-marine,Underwater City,WORLDMAP,61425,official,,worldmap,80x60 tuiles (5120x3840px),19.66,10 - --split-grid 2 5,2,39.32,39.32,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,installed-pending-qa,no,,,,,,,QA en jeu échouée : plantage lors de l'affichage de la carte entière et couleur d'eau différente de l'eau animée en cascade. Reprise complète AR2300 requise.
AR2400,SoA,,Mind Flayers in Underdark,BGEE.LUA-cheatAreas,AR2400,confirmed,,AR2100,73x44 tuiles (4672x2816px),13.16,8 - --split-grid 2 4,2,26.32,26.32,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie).
AR2401,SoA,,Cave Between Underdark and Exit from Underdark,BGEE.LUA-cheatAreas,AR2401,confirmed,,AR2402;AR2500,31x22 tuiles (1984x1408px),2.79,2 - --split-rows,2,5.58,5.58,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie).
AR2402,SoA,,Kuo Toa in Underdark,BGEE.LUA-cheatAreas,AR2402,confirmed,,AR2100;AR2401,56x32 tuiles (3584x2048px),7.34,6 - --split-grid 2 3,2,14.68,14.68,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie).
AR2500,SoA,Sortie de l'Ombre-Terre,Underdark Exit,WORLDMAP,61252,official,,AR2401,48x34 tuiles (3072x2176px),6.68,4 - --split-grid 2 2,2,13.36,13.36,yes,yes,seedvr2-7b-int8-lab-batch-underdark-x4,yes,validated-installed,no,,,,,,,QA en jeu validée par l'utilisateur (lot Outreterre/Ust Natha/sortie).
AR2600,SoA,Forêt du Téthyr,Forest of Tethir,WORLDMAP,61253,official,,AR2602;AR2603;AR2800,80x55 tuiles (5120x3520px),18.02,10 - --split-grid 2 5,2,36.04,36.04,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2602,SoA,,Cave in Woods to Suldanessellar,BGEE.LUA-cheatAreas,AR2602,confirmed,,AR2600,26x26 tuiles (1664x1664px),2.77,2 - --split-rows,2,5.54,5.54,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2603,SoA,,Coran's Cabin,BGEE.LUA-cheatAreas,AR2603,confirmed,,AR2600,13x10 tuiles (832x640px),0.53,1 - direct,2,1.06,1.06,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2700,SoA,,Ancient Spirits?,BGEE.LUA-cheatAreas,AR2700,,,,60x42 tuiles (3840x2688px),10.32,6 - --split-grid 2 3,2,20.64,20.64,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"Nom non retenu comme fiable : libelle cheatAreas marque comme incertain par les developpeurs. x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée : tuile visible dans l'eau lors de la pause, à corriger ultérieurement."
AR2800,SoA,Suldanessellar,Suldanessellar,WORLDMAP,61254,official,,AR2600;AR2801;AR2802;AR2803;AR2804;AR2805;AR2807,80x56 tuiles (5120x3584px),18.35,10 - --split-grid 2 5,4,73.40,73.40,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4-jour,yes,validated-installed,yes,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4-nuit,yes,validated-installed,,"x4 SeedVR2/LAB jour+nuit construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2801,SoA,,House of High Priestess of Suldanessellar,BGEE.LUA-cheatAreas,AR2801,confirmed,,AR2800,13x10 tuiles (832x640px),0.53,1 - direct,2,1.06,1.06,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2802,SoA,,House in Suldanessellar,BGEE.LUA-cheatAreas,AR2802,,,AR2800,13x10 tuiles (832x640px),0.53,1 - direct,2,1.06,1.06,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"Nom non retenu comme fiable : libelle cheatAreas partage avec AR2808, AR2810, AR2811, n'identifie pas la zone. x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2803,SoA,,Rillifane Temple,BGEE.LUA-cheatAreas,AR2803,confirmed,,AR2800,15x12 tuiles (960x768px),0.74,1 - direct,2,1.48,1.48,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2804,SoA,,To the Tree of Life (Entrance Hidden),BGEE.LUA-cheatAreas,AR2804,confirmed,,AR2800,26x17 tuiles (1664x1088px),1.81,2 - --split-rows,2,3.62,3.62,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; SHA-256 d'injection vérifiés. Historique : une tuile était visible sur la cascade et l'animation devait être contrôlée sans l'upscaler. QA finale : AR2804 validée par l'utilisateur le 2026-08-23, tout est OK."
AR2805,SoA,,To the Tree of Life (Entrance Revealed),BGEE.LUA-cheatAreas,AR2805,confirmed,,AR2800;AR2806,26x17 tuiles (1664x1088px),1.81,2 - --split-rows,2,3.62,3.62,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2806,SoA,,Tree of Life,BGEE.LUA-cheatAreas,AR2806,,,AR2805,65x43 tuiles (4160x2752px),11.45,8 - --split-grid 2 4,2,22.90,22.90,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"Nom non retenu comme fiable : libelle cheatAreas partage avec AR0085, n'identifie pas la zone. x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2807,SoA,,Black Dragon's Hideout,BGEE.LUA-cheatAreas,AR2807,confirmed,,AR2800,20x15 tuiles (1280x960px),1.23,1 - direct,2,2.46,2.46,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4-jour,yes,validated-installed,yes,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4-nuit,yes,validated-installed,,"x4 SeedVR2/LAB jour+nuit construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2900,SoA,,The Abyss,BGEE.LUA-cheatAreas,AR2900,confirmed,,AR2901;AR2902;AR2903;AR2904;AR2905,62x48 tuiles (3968x3072px),12.19,8 - --split-grid 2 4,2,24.38,24.38,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2901,SoA,,Fear (Abyss),BGEE.LUA-cheatAreas,AR2901,confirmed,,AR2900,21x17 tuiles (1344x1088px),1.46,1 - direct,1,1.46,1.46,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2902,SoA,,Pride (Abyss),BGEE.LUA-cheatAreas,AR2902,confirmed,,AR2900,23x19 tuiles (1472x1216px),1.79,1 - direct,1,1.79,1.79,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2903,SoA,,Greed (Abyss),BGEE.LUA-cheatAreas,AR2903,confirmed,,AR2900,24x21 tuiles (1536x1344px),2.06,2 - --split-rows,2,4.12,4.12,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB primaire+secondaire; lave WTLAVA/WTLAVB/WTLAVC/WTLAVD conservée stock, alpha source DXT5; 4 bases liquide libérées; 0 OOB; PSNR 38.92 dB. Injecté dans override le 2026-08-22, SHA-256 vérifiés. QA en jeu validée par l'utilisateur le 2026-08-22 après correctif moteur WTLAV* : les quatre overlays sont classés en lave (masque 0x1E) et les bandes/tuiles gris-blanc ont disparu."
AR2904,SoA,,Selfish (Abyss),BGEE.LUA-cheatAreas,AR2904,confirmed,,AR2900,24x25 tuiles (1536x1600px),2.46,2 - --split-rows,2,4.92,4.92,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR2905,SoA,,Sarevok (Abyss),BGEE.LUA-cheatAreas,AR2905,confirmed,,AR2900,22x21 tuiles (1408x1344px),1.89,2 - --split-rows,1,1.89,1.89,yes,yes,seedvr2-7b-int8-lab-batch-tethyr-x4,yes,validated-installed,no,,,,,,,"x4 SeedVR2/LAB construit et vérifié techniquement; QA en jeu à faire. Build x4 présent dans le projet, non injecté dans l'override : installation réversible et QA en jeu requises. Injecté dans override le 2026-08-22, SHA-256 vérifiés ; QA en jeu à faire. QA en jeu validée par l'utilisateur (lot Téthyr/Suldanessellar/Abyme)."
AR3000,SoA,Tour de Garde,Watcher's Keep,WORLDM25,66122,official,,worldmap,42x44 tuiles (2688x2816px),7.57,6 - --split-grid 3 2,2,15.14,15.14,yes,yes,seedvr2-7b-int8-lab-x4-primary-secondary-grid3x2,05_build/x4-water-primary-secondary,validated-installed,no,,,,,,,QA en jeu 2026-08-20: map x4 validee; alpha DXT5; eau WTLAKA-D x2 partagee AR6300; capture 06_qa/screenshots/AR3000-map-x4_am3000a-x1_20260820-190113.jpg
AR3001,SoA,,Watcher's Keep -- Altar level,BGEE.LUA-cheatAreas,AR3001,confirmed,,,48x37 tuiles (3072x2368px),7.27,6 - --split-grid 2 3,2,14.54,0.00,yes,yes,,,source-pending,no,,,,,,,
AR3003,SoA,,Watcher's Keep -- Compass level,BGEE.LUA-cheatAreas,AR3003,confirmed,,,25x21 tuiles (1600x1344px),2.15,2 - --split-rows,1,2.15,0.00,yes,yes,,,source-pending,no,,,,,,,
AR3004,SoA,,Watcher's Keep,BGEE.LUA-cheatAreas,AR3004,,,,25x21 tuiles (1600x1344px),2.15,2 - --split-rows,1,2.15,0.00,yes,yes,,,source-pending,no,,,,,,,"Nom non retenu comme fiable : libelle cheatAreas partage avec AR3000, n'identifie pas la zone."
AR3005,SoA,,Watcher's Keep -- tieflings,BGEE.LUA-cheatAreas,AR3005,confirmed,,,25x21 tuiles (1600x1344px),2.15,2 - --split-rows,1,2.15,0.00,yes,yes,,,source-pending,no,,,,,,,
