animation_id,animation_id_decimal,ids_symbol,ids_present,ini_present,symbol_class,symbol_gender,symbol_race,symbol_variant,animation_family,animation_type,engine_section,ini_resref,ini_source_bif,ini_sha256,split_bams,false_color,can_lie_down,detected_by_infravision,equip_helmet,resref,resref_paperdoll,resref_armor_base,resref_armor_specific,armor_max_code,height_code,height_code_helmet,height_code_shield,resref_weapon1,resref_weapon2,ini_sections_json,runtime_profile,runtime_supported,family_count,pipeline_ready_family_count,override_collision,blocker
0xE274,57972,HOOK_HORROR,yes,yes,HOOK_HORROR,,,,0xE000,E000,monster_icewind,E274.INI,data/Patch2.bif,45CEF6D1DF3E6B64572D77C91735AC47B562AF8F541B5B360255644CB41A8369,,,,1,,MHOH,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""51"",""color_chunks"":""0"",""ellipse"":""24"",""move_scale"":""9"",""personal_space"":""3"",""sound_freq"":""9"",""walk_sound"":""WAL_30""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MHOH""},""sounds"":{""attack"":""hook03a,hook03b,blank"",""attack_backslash"":""hook03a,hook03b,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""hook04a,hook04b,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""hook03a,hook03b,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""hook01a,blank,hook02a,blank"",""battle_cry_frame"":""0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""hook07a,blank,hook08a,blank"",""damage_frame"":""0,0,0,0"",""die"":""hook09a,blank,hook10a,blank"",""die_frame"":""0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01a,bf_md02a,bf_md03a"",""fall_frame"":""17,17,17"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""hook01a,blank,hook02a,blank"",""selection_frame"":""0,0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE275,57973,ISAIR,yes,no,ISAIR,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE276,57974,LEMURE,yes,yes,LEMURE,,,,0xE000,E000,monster_icewind,E276.INI,data/Patch2.bif,58A8B419F0EC54B81FD4CAAE3412E522E439A48FA8EE056F7AD5B90432DF47C8,,,,1,,MLEM,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""6"",""personal_space"":""3"",""sound_freq"":""24"",""walk_sound"":""WAL_15""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MLEM""},""sounds"":{""attack"":""lemu03a,blank"",""attack_backslash"":""lemu03a,blank"",""attack_backslash_frame"":""0,0"",""attack_frame"":""0,0"",""attack_jab"":""lemu04a,blank"",""attack_jab_frame"":""0,0"",""attack_slash"":""lemu03a,blank"",""attack_slash_frame"":""0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""lemu01a,blank,lemu02a,blank"",""battle_cry_frame"":""0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""lemu07a,blank,lemu08a,blank"",""damage_frame"":""0,0,0,0"",""die"":""lemu09a,blank,lemu10a,blank"",""die_frame"":""0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""lemu01a,blank,lemu02a,blank"",""selection_frame"":""0,0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE277,57975,MADAE,yes,no,MADAE,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE278,57976,MALARITE,yes,no,MALARITE,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE279,57977,OROG_SHAMAN,yes,yes,OROG_SHAMAN,,,,0xE000,E000,monster_icewind,E279.INI,data/Patch2.bif,D75D6638B0E0125BE5E241754ED287C5ABB47D59860D1F782A56FD054B8C7396,,,,1,,MNOS,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""24"",""move_scale"":""7"",""personal_space"":""3"",""sound_freq"":""8"",""walk_sound"":""WAL_30""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MNOS""},""sounds"":{""attack"":""orogc03a,orogc03b,blank"",""attack_backslash"":""orogc04a,orogc04b,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""orogc04a,orogc04b,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""orogc03a,orogc03b,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""orogc01,orogc02,blank,blank"",""battle_cry_frame"":""0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""orogc07a,orogc07b,orogc08a,orogc08b"",""damage_frame"":""0,0,0,0"",""die"":""orogc09a,orogc09b"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01,bf_md02,bf_md03,bf_md04,bf_md05,bf_md06"",""fall_frame"":""2,2,2,2,2,2"",""head_turn"":""orogc11,blank,blank"",""head_turn_frame"":""0,0,0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""orogc01,orogc02"",""selection_frame"":""0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE27A,57978,ORC_AXE_UNDEAD,yes,no,ORC_AXE_UNDEAD,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE27B,57979,ORC_SHAMAN_UNDEAD,yes,no,ORC_SHAMAN_UNDEAD,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE27C,57980,SHENRICAL,yes,no,SHENRICAL,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE27D,57981,WEREBADGER,yes,yes,WEREBADGER,,,,0xE000,E000,monster_icewind,E27D.INI,data/Patch2.bif,CD649E2FBAB317C25A94D8DF19AA6C4D0BEE0C7EC02F1088035F9A076BBC6C84,,,,1,,MWEB,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""8"",""personal_space"":""3"",""sound_freq"":""9"",""walk_sound"":""WAL_24""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MWEB""},""sounds"":{""attack"":""wbadg03a,wbadg03b,blank"",""attack_backslash"":""wbadg03a,wbadg03b,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""wbadg04a,wbadg04b,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""wbadg03a,wbadg03b,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""wbadg01a,blank,wbadg02a,blank"",""battle_cry_frame"":""0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""wbadg07a,blank,wbadg08a,blank"",""damage_frame"":""0,0,0,0"",""die"":""wbadg09a,blank,wbadg10a,blank"",""die_frame"":""0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_sm01a,bf_sm02a,bf_sm03a"",""fall_frame"":""8,8,8"",""head_turn"":"""",""head_turn_frame"":"""",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""wbadg01a,blank,wbadg02a,blank"",""selection_frame"":""0,0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE27E,57982,WERERAT,yes,yes,WERERAT,,,,0xE000,E000,monster_icewind,E27E.INI,data/Patch2.bif,819B414BEF495F9E8EF7BA602E8A35E90D4150CE759A9BC797ABE504EE9FBD7A,,,,1,,MWRA,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""8"",""personal_space"":""3"",""sound_freq"":""9"",""walk_sound"":""WAL_24""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MWRA""},""sounds"":{""attack"":""wrat03a,wrat03b,blank"",""attack_backslash"":""wrat03a,wrat03b,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""wrat04a,wrat04b,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""wrat03a,wrat03b,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""wrat01a,blank,wrat02a,blank"",""battle_cry_frame"":""0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""wrat07a,blank,wrat08a,blank"",""damage_frame"":""0,0,0,0"",""die"":""wrat09a,blank,wrat10a,blank"",""die_frame"":""0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_sm01a,bf_sm02a,bf_sm03a"",""fall_frame"":""8,8,8"",""head_turn"":"""",""head_turn_frame"":"""",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""wrat01a,blank,wrat02a,blank"",""selection_frame"":""0,0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE27F,57983,BOAR_WILD,yes,yes,BOAR_WILD,,,,0xE000,E000,monster_icewind,E27F.INI,data/Patch2.bif,DDCED8280E8E5BE107E2D914A0263E88F843E4E6DC32712B87A0622361AE4B90,,,,1,,MBOA,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""24"",""move_scale"":""10"",""new_palette"":""MBOA_BR"",""personal_space"":""3"",""sound_freq"":""6"",""walk_sound"":""*""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MBOA""},""sounds"":{""attack"":""boar03a,blank"",""attack_backslash"":""boar03a,blank"",""attack_backslash_frame"":""0,0"",""attack_frame"":""0,0"",""attack_jab"":""boar04a,blank"",""attack_jab_frame"":""0,0"",""attack_slash"":""boar03a,blank"",""attack_slash_frame"":""0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""boar01a,blank,boar02a,blank"",""battle_cry_frame"":""0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""boar07a,blank,boar08a,blank"",""damage_frame"":""0,0,0,0"",""die"":""boar09a,blank,boar10a,blank"",""die_frame"":""0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01a,bf_md02a,bf_md03a"",""fall_frame"":""7,7,7"",""head_turn"":"""",""head_turn_frame"":"""",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""boar01a,blank,boar02a,blank"",""selection_frame"":""0,0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,1,no,
0xE280,57984,WORG,yes,yes,WORG,,,,0xE000,E000,monster_icewind,E280.INI,data/Patch2.bif,7F513D33FAAE65C96371236D6A35331AB00201F260ECDDBF1401597A363B33EC,,,,1,,MWOR,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""24"",""move_scale"":""10"",""personal_space"":""3"",""sound_freq"":""150"",""walk_sound"":""WAL_31""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MWOR""},""sounds"":{""attack"":""worg03a,worg03b,blank"",""attack_backslash"":""worg03a,worg03b,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""worg04a,worg04b,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""worg03a,worg03b,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""worg01a,blank,worg02a,blank"",""battle_cry_frame"":""0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""worg07a,blank,worg08a,blank"",""damage_frame"":""0,0,0,0"",""die"":""worg09a,blank,worg10a,blank"",""die_frame"":""0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01a,bf_md02a,bf_md03a"",""fall_frame"":""5,5,5"",""head_turn"":"""",""head_turn_frame"":"""",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""worg01a,blank,worg02a,blank"",""selection_frame"":""0,0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE281,57985,YUAN-TI_HALF,yes,yes,YUAN-TI_HALF,,,,0xE000,E000,monster_icewind,E281.INI,data/Patch2.bif,8B84D8C0190779DEC18A99ED2BDA16B577F86BC7EB7EA0E5E2A991D9BEEF6A70,,,,1,,MYUH,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""8"",""personal_space"":""3"",""sound_freq"":""8"",""walk_sound"":""*""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MYUH""},""sounds"":{""attack"":""half03a,half03b,blank"",""attack_backslash"":""half03a,half03b,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""half04a,half04b,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""half03a,half03b,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""half01a,half01b,blank,half02a,blank"",""battle_cry_frame"":""0,0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""half07a,half07b,blank,half08a,half08b,blank"",""damage_frame"":""0,0,0,0,0,0"",""die"":""half09a,blank,half10a,half10b,blank"",""die_frame"":""0,0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01a,bf_md02a,bf_md03a"",""fall_frame"":""14,14,14"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""half01a,half01b,blank,half02a,blank"",""selection_frame"":""0,0,0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE282,57986,DRIDER_FEMALE,yes,yes,DRIDER,FEMALE,,,0xE000,E000,monster_icewind,E282.INI,data/Patch2.bif,49F2565E90B4921CC5F3F0A5B92326ED2486F04A81E02BA53C6407AD94007A34,,,,1,,MDRF,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""57"",""color_chunks"":""255"",""ellipse"":""32"",""move_scale"":""8"",""personal_space"":""4"",""sound_freq"":""20"",""walk_sound"":""WAL_14""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MDRF""},""sounds"":{""attack"":""fdrid03a,fdrid03b,blank"",""attack_backslash"":""fdrid04a,fdrid04b,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""fdrid05a,fdrid05b,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""fdrid03a,fdrid03b,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""fdrid01a,fdrid01b,blank,fdrid02a,blank"",""battle_cry_frame"":""0,0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""fdrid07a,fdrid07b,blank,fdrid08a,blank"",""damage_frame"":""0,0,0,0,0"",""die"":""fdrid09a,blank,fdrid10a,blank"",""die_frame"":""0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01a,bf_md02a,bf_md03a,bf_sm01a,bf_sm02a,bf_sm03a"",""fall_frame"":""8,8,8,17,17,17"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""fdrid01a,fdrid01b,blank,fdrid02a,blank"",""selection_frame"":""0,0,0,0,0"",""shoot"":""fdrid06a,fdrid06b,blank"",""shoot_frame"":""0,0,0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE283,57987,DRIDER_MALE,yes,yes,DRIDER,MALE,,,0xE000,E000,monster_icewind,E283.INI,data/Patch2.bif,FD51538539FB7F0EB19630E05919740ED0781BDC5714C44C47ADD43AFCF6FF16,,,,1,,MDRM,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""57"",""color_chunks"":""255"",""ellipse"":""32"",""move_scale"":""8"",""personal_space"":""4"",""sound_freq"":""20"",""walk_sound"":""WAL_14""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MDRM""},""sounds"":{""attack"":""mdrid03a,mdrid03b,mdrid03c,blank"",""attack_backslash"":""mdrid04a,mdrid04b,mdrid04c,blank"",""attack_backslash_frame"":""0,0,0,0"",""attack_frame"":""0,0,0,0"",""attack_jab"":""mdrid05a,mdrid05b,mdrid05c,blank"",""attack_jab_frame"":""0,0,0,0"",""attack_slash"":""mdrid03a,mdrid03b,mdrid03c,blank"",""attack_slash_frame"":""0,0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""mdrid01a,mdrid01b,blank,mdrid02a,blank"",""battle_cry_frame"":""0,0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""mdrid07a,mdrid07b,blank,mdrid08a,blank"",""damage_frame"":""0,0,0,0,0"",""die"":""mdrid09a,mdrid09b,blank,mdrid10a,blank"",""die_frame"":""0,0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01a,bf_md02a,bf_md03a,bf_sm01a,bf_sm02a,bf_sm03a"",""fall_frame"":""8,8,8,17,17,17"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""mdrid01a,mdrid01b,blank,mdrid02a,blank"",""selection_frame"":""0,0,0,0,0"",""shoot"":""mdrid06a,mdrid06b,mdrid06c,blank"",""shoot_frame"":""0,0,0,0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE284,57988,INVISIBLE_SMALL,yes,no,INVISIBLE_SMALL,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE285,57989,INVISIBLE_MEDIUM,yes,no,INVISIBLE_MEDIUM,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE286,57990,INVISIBLE_LARGE,yes,no,INVISIBLE_LARGE,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE287,57991,INVISIBLE_GIANT,yes,no,INVISIBLE_GIANT,,,,0xE000,,,,,,,,,,,,,,,,,,,,,,,no,0,0,no,animation-ini-missing;runtime-profile-unsupported
0xE288,57992,GOBLIN_WORG_ELITE,yes,yes,GOBLIN_WORG_ELITE,,,,0xE000,E000,monster_icewind,E288.INI,data/Patch2.bif,72438968B680BB2969BF5823033D98B2A2931698FEB31AEEE1F039FE85805E7A,,,,1,,MGWO,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""24"",""move_scale"":""10"",""new_palette"":""MGWO_DK"",""personal_space"":""3"",""sound_freq"":""150"",""walk_sound"":""WAL_31""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MGWO""},""sounds"":{""attack"":""gobwg03a,gobwg03b,blank"",""attack_backslash"":""gobwg03a,gobwg03b,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""gobwg04a,gobwg04b,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""gobwg03a,gobwg03b,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""gobwg01a,blank,gobwg02a,blank"",""battle_cry_frame"":""0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""gobwg07a,blank,gobwg08a,blank"",""damage_frame"":""0,0,0,0"",""die"":""gobwg09a,blank,gobwg10a,blank"",""die_frame"":""0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01a,bf_md02a,bf_md03a"",""fall_frame"":""5,5,5"",""head_turn"":""gobwg11a,gobwg11b,blank"",""head_turn_frame"":""0,0,0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""gobwg01a,blank,gobwg02a,blank"",""selection_frame"":""0,0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE289,57993,GOBLIN_WORG_SHAMAN,yes,yes,GOBLIN_WORG_SHAMAN,,,,0xE000,E000,monster_icewind,E289.INI,data/Patch2.bif,779DAB959BF88BD29220C333A6CC67C43653042352EB33563BE9F15BA62DA260,,,,1,,MGW2,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""24"",""move_scale"":""10"",""new_palette"":""MGW2_DK"",""personal_space"":""3"",""sound_freq"":""150"",""walk_sound"":""WAL_31""},""monster_icewind"":{""detected_by_infravision"":""1"",""resref"":""MGW2""},""sounds"":{""attack"":""cptwg03a,cptwg03b"",""attack_backslash"":""cptwg03a,cptwg03b"",""attack_backslash_frame"":""0,0"",""attack_frame"":""0,0"",""attack_jab"":""cptwg04a,cptwg04b,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""cptwg03a,cptwg03b"",""attack_slash_frame"":""0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""cptwg01a,blank,cptwg02a,blank"",""battle_cry_frame"":""0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""cptwg07a,blank,cptwg08a,blank"",""damage_frame"":""0,0,0,0"",""die"":""cptwg09a,blank,cptwg10a,blank"",""die_frame"":""0,0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01a,bf_md02a,bf_md03a"",""fall_frame"":""5,5,5"",""head_turn"":"""",""head_turn_frame"":"""",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""cptwg01a,blank,cptwg02a,blank"",""selection_frame"":""0,0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,0,no,
0xE28A,57994,TROLL_SPECTRAL,yes,yes,TROLL_SPECTRAL,,,,0xE000,E000,monster_icewind,E28A.INI,data/Patch2.bif,58F75468562C92528E4EE31D4C1E289901DC2CEA77DB5EE5C43F1118D9591AD3,,,,0,,MTRO,,,,,,,,,,"{""general"":{""animation_type"":""e000"",""cast_frame"":""4"",""color_blood"":""66"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""8"",""new_palette"":""MTRO_DK"",""personal_space"":""3"",""sound_freq"":""9"",""walk_sound"":""WAL_24""},""monster_icewind"":{""detected_by_infravision"":""0"",""resref"":""MTRO""},""sounds"":{""attack"":""troll03a,troll03b,blank"",""attack_backslash"":""troll04a,troll04b,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""troll04a,troll04b"",""attack_jab_frame"":""0,0"",""attack_slash"":""troll03a,troll03b,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""troll01,troll02,blank,blank,blank,blank"",""battle_cry_frame"":""0,0,0,0,0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""troll07a,troll07b,troll08a,troll08b"",""damage_frame"":""0,0,0,0"",""die"":""troll09a,troll09b"",""die_frame"":""0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""bf_md01,bf_md02,bf_md03,bf_md04,bf_md05,bf_md06"",""fall_frame"":""2,2,2,2,2,2"",""head_turn"":""troll11,blank,blank,blank,blank"",""head_turn_frame"":""0,0,0,0,0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""troll01,troll02"",""selection_frame"":""0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",monster-icewind-bg2ee-2.7.3.0,yes,1,1,no,
