asset_key,asset_id,family_id,variant_id,asset_directory,source_set_sha256,production_run,production_run_sha256,production_state,selected_run,selected_run_sha256,qa_state,qa_evidence,installation_state,installation_receipt,catalog_generation,release_state,release_candidate,notes
sprites:family:0x6305:weapon:item-animation-code:SC:WQLSC:x2-nearest,sprites:family:0x6305:weapon:item-animation-code:SC:WQLSC,0x6305:weapon:item-animation-code:SC:WQLSC,x2-nearest,sprite/families/playable-characters/6305-halforc-male-thief/dwsw1h01-wqlsc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6305:weapon:item-animation-code:SL:WQLSL:x2-nearest,sprites:family:0x6305:weapon:item-animation-code:SL:WQLSL,0x6305:weapon:item-animation-code:SL:WQLSL,x2-nearest,sprite/families/playable-characters/6305-halforc-male-thief/ohnslng1-wqlsl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6305:weapon:item-animation-code:SP:WQLSP:x2-nearest,sprites:family:0x6305:weapon:item-animation-code:SP:WQLSP,0x6305:weapon:item-animation-code:SP:WQLSP,x2-nearest,sprite/families/playable-characters/6305-halforc-male-thief/dwsper01-wqlsp,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6305:weapon:item-animation-code:SS:WQLSS:x2-nearest,sprites:family:0x6305:weapon:item-animation-code:SS:WQLSS,0x6305:weapon:item-animation-code:SS:WQLSS,x2-nearest,sprite/families/playable-characters/6305-halforc-male-thief/chalcy1-wqlss,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6305:weapon:item-animation-code:WH:WQLWH:x2-nearest,sprites:family:0x6305:weapon:item-animation-code:WH:WQLWH,0x6305:weapon:item-animation-code:WH:WQLWH,x2-nearest,sprite/families/playable-characters/6305-halforc-male-thief/aegis-wqlwh,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:body:armor-code:1:CHFT1:x2-nearest,sprites:family:0x6310:body:armor-code:1:CHFT1,0x6310:body:armor-code:1:CHFT1,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/chft1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:body:armor-code:2:CHFT2:x2-nearest,sprites:family:0x6310:body:armor-code:2:CHFT2,0x6310:body:armor-code:2:CHFT2,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/chft2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:body:armor-code:3:CHFT3:x2-nearest,sprites:family:0x6310:body:armor-code:3:CHFT3,0x6310:body:armor-code:3:CHFT3,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/chft3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:body:armor-code:4:CHFT4:x2-nearest,sprites:family:0x6310:body:armor-code:4:CHFT4,0x6310:body:armor-code:4:CHFT4,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/chft4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:H0:WQNH0:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:H0:WQNH0,0x6310:helmet:item-animation-code:H0:WQNH0,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/bdhelm09-wqnh0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:H1:WQNH1:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:H1:WQNH1,0x6310:helmet:item-animation-code:H1:WQNH1,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/misc9p-wqnh1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:H2:WQNH2:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:H2:WQNH2,0x6310:helmet:item-animation-code:H2:WQNH2,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/dhelm01-wqnh2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:H5:WQNH5:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:H5:WQNH5,0x6310:helmet:item-animation-code:H5:WQNH5,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/ihelm10-wqnh5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J0:WQNJ0:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J0:WQNJ0,0x6310:helmet:item-animation-code:J0:WQNJ0,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm15-wqnj0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J1:WQNJ1:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J1:WQNJ1,0x6310:helmet:item-animation-code:J1:WQNJ1,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/chalhelm-wqnj1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J2:WQNJ2:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J2:WQNJ2,0x6310:helmet:item-animation-code:J2:WQNJ2,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm21-wqnj2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J3:WQNJ3:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J3:WQNJ3,0x6310:helmet:item-animation-code:J3:WQNJ3,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm02-wqnj3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J4:WQNJ4:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J4:WQNJ4,0x6310:helmet:item-animation-code:J4:WQNJ4,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm16-wqnj4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J5:WQNJ5:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J5:WQNJ5,0x6310:helmet:item-animation-code:J5:WQNJ5,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm13-wqnj5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J6:WQNJ6:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J6:WQNJ6,0x6310:helmet:item-animation-code:J6:WQNJ6,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm01-wqnj6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J7:WQNJ7:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J7:WQNJ7,0x6310:helmet:item-animation-code:J7:WQNJ7,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm07-wqnj7,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J8:WQNJ8:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J8:WQNJ8,0x6310:helmet:item-animation-code:J8:WQNJ8,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm03-wqnj8,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:J9:WQNJ9:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:J9:WQNJ9,0x6310:helmet:item-animation-code:J9:WQNJ9,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/compon05-wqnj9,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:JA:WQNJA:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:JA:WQNJA,0x6310:helmet:item-animation-code:JA:WQNJA,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm05-wqnja,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:JB:WQNJB:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:JB:WQNJB,0x6310:helmet:item-animation-code:JB:WQNJB,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/bdhelm16-wqnjb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:JC:WQNJC:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:JC:WQNJC,0x6310:helmet:item-animation-code:JC:WQNJC,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/helm12-wqnjc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:YW:WQNYW:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:YW:WQNYW,0x6310:helmet:item-animation-code:YW:WQNYW,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/wings01b-wqnyw,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:helmet:item-animation-code:ZW:WQNZW:x2-nearest,sprites:family:0x6310:helmet:item-animation-code:ZW:WQNZW,0x6310:helmet:item-animation-code:ZW:WQNZW,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/wings01-wqnzw,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:C0:WQNC0:x2-nearest,sprites:family:0x6310:shield:item-animation-code:C0:WQNC0,0x6310:shield:item-animation-code:C0:WQNC0,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/shld01-wqnc0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:C1:WQNC1:x2-nearest,sprites:family:0x6310:shield:item-animation-code:C1:WQNC1,0x6310:shield:item-animation-code:C1:WQNC1,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/shld03-wqnc1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:C2:WQNC2:x2-nearest,sprites:family:0x6310:shield:item-animation-code:C2:WQNC2,0x6310:shield:item-animation-code:C2:WQNC2,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/shld05-wqnc2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:C3:WQNC3:x2-nearest,sprites:family:0x6310:shield:item-animation-code:C3:WQNC3,0x6310:shield:item-animation-code:C3:WQNC3,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/chalshld-wqnc3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:C4:WQNC4:x2-nearest,sprites:family:0x6310:shield:item-animation-code:C4:WQNC4,0x6310:shield:item-animation-code:C4:WQNC4,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/ohshld50-wqnc4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:C5:WQNC5:x2-nearest,sprites:family:0x6310:shield:item-animation-code:C5:WQNC5,0x6310:shield:item-animation-code:C5:WQNC5,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/shld26-wqnc5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:C6:WQNC6:x2-nearest,sprites:family:0x6310:shield:item-animation-code:C6:WQNC6,0x6310:shield:item-animation-code:C6:WQNC6,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/shld07-wqnc6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:C7:WQNC7:x2-nearest,sprites:family:0x6310:shield:item-animation-code:C7:WQNC7,0x6310:shield:item-animation-code:C7:WQNC7,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/dwshld01-wqnc7,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:D1:WQND1:x2-nearest,sprites:family:0x6310:shield:item-animation-code:D1:WQND1,0x6310:shield:item-animation-code:D1:WQND1,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/bdshld01-wqnd1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:D2:WQND2:x2-nearest,sprites:family:0x6310:shield:item-animation-code:D2:WQND2,0x6310:shield:item-animation-code:D2:WQND2,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/dshld01-wqnd2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:D3:WQND3:x2-nearest,sprites:family:0x6310:shield:item-animation-code:D3:WQND3,0x6310:shield:item-animation-code:D3:WQND3,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/ishld03-wqnd3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:shield:item-animation-code:D4:WQND4:x2-nearest,sprites:family:0x6310:shield:item-animation-code:D4:WQND4,0x6310:shield:item-animation-code:D4:WQND4,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/shld05a-wqnd4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:AX:WQNAX:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:AX:WQNAX,0x6310:weapon:item-animation-code:AX:WQNAX,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/ax1h01-wqnax,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:BS:WQNBS:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:BS:WQNBS,0x6310:weapon:item-animation-code:BS:WQNBS,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/bow05-wqnbs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:BW:WQNBW:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:BW:WQNBW,0x6310:weapon:item-animation-code:BW:WQNBW,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/arropheo-wqnbw,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:CB:WQNCB:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:CB:WQNCB,0x6310:weapon:item-animation-code:CB:WQNCB,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/dwxbow01-wqncb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:CL:WQNCL:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:CL:WQNCL,0x6310:weapon:item-animation-code:CL:WQNCL,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/blun01-wqncl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:DD:WQNDD:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:DD:WQNDD,0x6310:weapon:item-animation-code:DD:WQNDD,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/cdnebdag-wqndd,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:F0:WQNF0:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:F0:WQNF0,0x6310:weapon:item-animation-code:F0:WQNF0,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/blun13-wqnf0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:F1:WQNF1:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:F1:WQNF1,0x6310:weapon:item-animation-code:F1:WQNF1,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/blun14d-wqnf1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:F2:WQNF2:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:F2:WQNF2,0x6310:weapon:item-animation-code:F2:WQNF2,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/npsw06-wqnf2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:F3:WQNF3:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:F3:WQNF3,0x6310:weapon:item-animation-code:F3:WQNF3,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/blun14-wqnf3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:FL:WQNFL:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:FL:WQNFL,0x6310:weapon:item-animation-code:FL:WQNFL,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/barlfl-wqnfl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:FS:WQNFS:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:FS:WQNFS,0x6310:weapon:item-animation-code:FS:WQNFS,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/comps39-wqnfs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:GS:WQNGS:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:GS:WQNGS,0x6310:weapon:item-animation-code:GS:WQNGS,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/staf11-wqngs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:H6:WQNH6:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:H6:WQNH6,0x6310:weapon:item-animation-code:H6:WQNH6,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/bearspir-wqnh6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:HB:WQNHB:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:HB:WQNHB,0x6310:weapon:item-animation-code:HB:WQNHB,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/dwhalb01-wqnhb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:M2:WQNM2:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:M2:WQNM2,0x6310:weapon:item-animation-code:M2:WQNM2,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/blun12-wqnm2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:MC:WQNMC:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:MC:WQNMC,0x6310:weapon:item-animation-code:MC:WQNMC,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/blun04-wqnmc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:MS:WQNMS:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:MS:WQNMS,0x6310:weapon:item-animation-code:MS:WQNMS,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/blun06-wqnms,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:Q2:WQNQ2:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:Q2:WQNQ2,0x6310:weapon:item-animation-code:Q2:WQNQ2,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/staf02-wqnq2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:Q3:WQNQ3:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:Q3:WQNQ3,0x6310:weapon:item-animation-code:Q3:WQNQ3,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/misc5t-wqnq3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:Q4:WQNQ4:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:Q4:WQNQ4,0x6310:weapon:item-animation-code:Q4:WQNQ4,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/staf09-wqnq4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:QS:WQNQS:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:QS:WQNQS,0x6310:weapon:item-animation-code:QS:WQNQS,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/enstaff-wqnqs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:S0:WQNS0:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:S0:WQNS0,0x6310:weapon:item-animation-code:S0:WQNS0,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/sw1h01-wqns0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:S1:WQNS1:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:S1:WQNS1,0x6310:weapon:item-animation-code:S1:WQNS1,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/bdsw1h06-wqns1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:S2:WQNS2:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:S2:WQNS2,0x6310:weapon:item-animation-code:S2:WQNS2,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/bdsw2h01-wqns2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:S3:WQNS3:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:S3:WQNS3,0x6310:weapon:item-animation-code:S3:WQNS3,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/misc9q-wqns3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:SC:WQNSC:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:SC:WQNSC,0x6310:weapon:item-animation-code:SC:WQNSC,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/dwsw1h01-wqnsc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:SL:WQNSL:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:SL:WQNSL,0x6310:weapon:item-animation-code:SL:WQNSL,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/ohnslng1-wqnsl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:SP:WQNSP:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:SP:WQNSP,0x6310:weapon:item-animation-code:SP:WQNSP,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/dwsper01-wqnsp,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:SS:WQNSS:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:SS:WQNSS,0x6310:weapon:item-animation-code:SS:WQNSS,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/chalcy1-wqnss,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6310:weapon:item-animation-code:WH:WQNWH:x2-nearest,sprites:family:0x6310:weapon:item-animation-code:WH:WQNWH,0x6310:weapon:item-animation-code:WH:WQNWH,x2-nearest,sprite/families/playable-characters/6310-human-female-thief/aegis-wqnwh,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:body:armor-code:1:CEFT1:x2-nearest,sprites:family:0x6311:body:armor-code:1:CEFT1,0x6311:body:armor-code:1:CEFT1,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/ceft1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:body:armor-code:2:CEFT2:x2-nearest,sprites:family:0x6311:body:armor-code:2:CEFT2,0x6311:body:armor-code:2:CEFT2,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/ceft2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:body:armor-code:3:CEFT3:x2-nearest,sprites:family:0x6311:body:armor-code:3:CEFT3,0x6311:body:armor-code:3:CEFT3,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/ceft3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:body:armor-code:4:CEFT4:x2-nearest,sprites:family:0x6311:body:armor-code:4:CEFT4,0x6311:body:armor-code:4:CEFT4,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/ceft4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:helmet:item-animation-code:H0:WQMH0:x2-nearest,sprites:family:0x6311:helmet:item-animation-code:H0:WQMH0,0x6311:helmet:item-animation-code:H0:WQMH0,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/bdhelm09-wqmh0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:helmet:item-animation-code:H1:WQMH1:x2-nearest,sprites:family:0x6311:helmet:item-animation-code:H1:WQMH1,0x6311:helmet:item-animation-code:H1:WQMH1,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/misc9p-wqmh1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:helmet:item-animation-code:H2:WQMH2:x2-nearest,sprites:family:0x6311:helmet:item-animation-code:H2:WQMH2,0x6311:helmet:item-animation-code:H2:WQMH2,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/dhelm01-wqmh2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:helmet:item-animation-code:H5:WQMH5:x2-nearest,sprites:family:0x6311:helmet:item-animation-code:H5:WQMH5,0x6311:helmet:item-animation-code:H5:WQMH5,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/ihelm10-wqmh5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:helmet:item-animation-code:J0:WQMJ0:x2-nearest,sprites:family:0x6311:helmet:item-animation-code:J0:WQMJ0,0x6311:helmet:item-animation-code:J0:WQMJ0,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/helm15-wqmj0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:helmet:item-animation-code:J1:WQMJ1:x2-nearest,sprites:family:0x6311:helmet:item-animation-code:J1:WQMJ1,0x6311:helmet:item-animation-code:J1:WQMJ1,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/chalhelm-wqmj1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:helmet:item-animation-code:J2:WQMJ2:x2-nearest,sprites:family:0x6311:helmet:item-animation-code:J2:WQMJ2,0x6311:helmet:item-animation-code:J2:WQMJ2,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/helm21-wqmj2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:helmet:item-animation-code:J3:WQMJ3:x2-nearest,sprites:family:0x6311:helmet:item-animation-code:J3:WQMJ3,0x6311:helmet:item-animation-code:J3:WQMJ3,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/helm02-wqmj3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6311:helmet:item-animation-code:J4:WQMJ4:x2-nearest,sprites:family:0x6311:helmet:item-animation-code:J4:WQMJ4,0x6311:helmet:item-animation-code:J4:WQMJ4,x2-nearest,sprite/families/playable-characters/6311-elf-female-thief/helm16-wqmj4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
