item_resref,item_type,item_type_symbol,visual_layer,animation_code_raw_hex,animation_code,animation_code_valid,body_armor_code,source_bif,locator,source_sha256,candidate_family_count,compatible_animation_count,compatible_animation_ids,candidate_bam_prefixes,resolved_bam_prefixes,unresolved_bam_prefixes,pipeline_ready_prefixes,override_collision,blocker
SW2H20,20,BGSWORD,weapon,5332,S2,yes,,data/25Items.bif,0x084001C3,1EFA8D07417C5AF1C5EA7C22A9890152A2D0AAEFC28AAECA56512BA29D85FF7A,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS2;WQMS2;WQNS2;WQSS2,WQLS2;WQMS2;WQNS2;WQSS2,,WQLS2;WQMS2;WQNS2;WQSS2,no,
SW2H21,20,BGSWORD,weapon,5332,S2,yes,,data/25Items.bif,0x084001C4,55B7FFF3EF723A9FC596FDC12D2471415D739E135ACB59CE19CBCB8DFD217084,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS2;WQMS2;WQNS2;WQSS2,WQLS2;WQMS2;WQNS2;WQSS2,,WQLS2;WQMS2;WQNS2;WQSS2,no,
SW2H99,20,BGSWORD,weapon,5332,S2,yes,,data/Items.bif,0x00100795,C4CC3140B861E30BFEAA259630CB4D52366A9ADDBCFC133AE4F10CA01D19BB19,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS2;WQMS2;WQNS2;WQSS2,WQLS2;WQMS2;WQNS2;WQSS2,,WQLS2;WQMS2;WQNS2;WQSS2,no,
SW2HD1,20,BGSWORD,weapon,5332,S2,yes,,data/Items.bif,0x00100796,5148BEF8E8F8553857699D73AC06F8DC2C7EB7AC944ECEFF8472BB7A570C5E9D,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS2;WQMS2;WQNS2;WQSS2,WQLS2;WQMS2;WQNS2;WQSS2,,WQLS2;WQMS2;WQNS2;WQSS2,no,
SW2HDEAT,20,BGSWORD,weapon,5332,S2,yes,,data/Items.bif,0x00100797,52A094889985DF90BF5C6C4096F337682CE875BDB1B52451B5321DC9B1844BD1,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS2;WQMS2;WQNS2;WQSS2,WQLS2;WQMS2;WQNS2;WQSS2,,WQLS2;WQMS2;WQNS2;WQSS2,no,
SWORDI,10,RING,,2020,,no,,data/Items.bif,0x00100798,B9C9A7AD16858062B0C3C3DB2BA5BE57B5CD86AFD319CE5BA68FD463ABCC7721,0,0,,,,,,no,
SWSPID,28,FIST,weapon,2020,,no,,data/Items.bif,0x00100799,427F647642082376437B98BAEF44107AA1879F578465CA2EE6D0EC752691A5D8,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
SWUDROP,20,BGSWORD,weapon,5331,S1,yes,,data/Items.bif,0x0010079A,567AEAE2D2954FC2F9B0221BECB2A8ECC8098C04476890FEE22A0BF8E921C9B9,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS1;WQMS1;WQNS1;WQSS1,WQLS1;WQMS1;WQNS1;WQSS1,,WQLS1;WQMS1;WQNS1;WQSS1,no,
TAMCHAIN,2,ARMOR,body,3341,3A,yes,3,data/25Items.bif,0x084001C5,78DE05815E0E2292CFD0D87D16731190E4120072C0C30FC42D567BE9FAFA5C44,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,no,
TASLOIIL,29,SPEAR,weapon,5350,SP,yes,,data/Items.bif,0x0010079B,E083F31337BAE2E43B7B0DF49346BE428FAA13E50499DD7514E4A3875C2D5F51,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLSP;WQMSP;WQNSP;WQSSP,WQLSP;WQMSP;WQNSP;WQSSP,,WQLSP;WQMSP;WQNSP;WQSSP,no,
TBAG01,36,BROKEN1,,2020,,no,,data/Items.bif,0x0010079C,88071F1453EACAF86581893D922DF8A3D4B424F7AC14DEDAF6A881B23C0EF090,0,0,,,,,,no,
TBAG01NA,36,BROKEN1,,2020,,no,,data/Items.bif,0x0010079D,88071F1453EACAF86581893D922DF8A3D4B424F7AC14DEDAF6A881B23C0EF090,0,0,,,,,,no,
TELSLAV,0,MISC,,2020,,no,,data/25Items.bif,0x084001C6,7C38AE43D3FE95E5DEBA4D44EF3F3AE9C21F8D104F978E6FDB46FE2AC84A71A8,0,0,,,,,,no,
TELSLAV2,10,RING,,2020,,no,,data/25Items.bif,0x084001C7,2CFE60975DD161DA0DBD5AAA603384FCF622948EB5F57FB5760B0624A0EFFCDC,0,0,,,,,,no,
TELSWD,20,BGSWORD,weapon,5331,S1,yes,,data/25Items.bif,0x084001C8,01FAB0DCF39233FA86FBC24A1B3F3535738313F9B8F36457EE775A70486D1A5C,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS1;WQMS1;WQNS1;WQSS1,WQLS1;WQMS1;WQNS1;WQSS1,,WQLS1;WQMS1;WQNS1;WQSS1,no,
TELWRAI,0,MISC,,2020,,no,,data/25Items.bif,0x084001C9,803275A0C6A57237F7CCEE6418602FA56AD2E363885A4BAA5BB44262B301608A,0,0,,,,,,no,
TOME01,0,MISC,,2020,,no,,data/25Items.bif,0x084001CA,374BE0E3BF1C24D182F74B5DE8AB4F2C8C725782FE036CE2CE19AE275ADBD789,0,0,,,,,,no,
TOME02,0,MISC,,2020,,no,,data/25Items.bif,0x084001CB,D894536F9B9155F983C0031AA3BE6ABE6F708A2FE770FD57A116228AFD7298BA,0,0,,,,,,no,
TOME02A,37,BROKEN2,,2020,,no,,data/25Items.bif,0x084001CC,068C1EF7C85B2966EA5C1F4B4AA754D87F15A9EC28427E5292CCC0A8D7DDE65B,0,0,,,,,,no,
TOME03,0,MISC,,2020,,no,,data/25Items.bif,0x084001CD,2CD2C64AB18D3CB9A041FAC138B7A51B5DC46100B11F5568A97B284A19B7125F,0,0,,,,,,no,
TOME03A,37,BROKEN2,,2020,,no,,data/25Items.bif,0x084001CE,0FCF5E73515B28D683A4FB2E9EC12A91144B4CB47DFA5D716729C62C61E00661,0,0,,,,,,no,
TOME04,0,MISC,,2020,,no,,data/25Items.bif,0x084001CF,44B6AFEA47D47C9CA3D5ECB9C81895A3750C9555D861CD89725263EBFF93B873,0,0,,,,,,no,
TOME04A,37,BROKEN2,,2020,,no,,data/25Items.bif,0x084001D0,C9E1A89DFF256B4FCF10DDDA6469D6B6D69126044EB2AC886C0934E7D520149A,0,0,,,,,,no,
TROLL01,28,FIST,weapon,4836,H6,yes,,data/Items.bif,0x0010079E,5442BACEE441CE9A69167CDDD106B591A21609E8875CED9DF95FC652DAC0245B,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLH6;WQMH6;WQNH6;WQSH6,WQLH6;WQMH6;WQNH6;WQSH6,,WQLH6;WQMH6;WQNH6;WQSH6,no,
TROLLALL,28,FIST,weapon,4836,H6,yes,,data/Items.bif,0x0010079F,705BA4F480351910379540B43C3E8EADB07C2C1E451D9F253876AEF5A2BCAB9A,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLH6;WQMH6;WQNH6;WQSH6,WQLH6;WQMH6;WQNH6;WQSH6,,WQLH6;WQMH6;WQNH6;WQSH6,no,
TROLLBOO,4,BOOT,,2020,,no,,data/Items.bif,0x001007A0,DF9F2FE4A9B0071167160CDBD68C2E828CBFF311D191AF21FA02CD017A83FC48,0,0,,,,,,no,
TROLLDIE,3,BELT,,2020,,no,,data/Items.bif,0x001007A1,C968301BE9C3E914C9D5F7AC2B965E9CE804226C695255F2BE1A9C23937C54E6,0,0,,,,,,no,
TROLLIMM,10,RING,,0000,,no,,data/Items.bif,0x001007A2,BE9B4CD9B486213EB38B883CBDE204C75B131C7A13646B7B24EF496A8678AF47,0,0,,,,,,no,
TROLLREG,10,RING,,2020,,no,,data/Items.bif,0x001007A3,6BCBF3C7EA4F8A6AA41E52F3E036AB8FB72676546B4D07A1331FC324CF4FE6C5,0,0,,,,,,no,
TROLLSP,28,FIST,weapon,4836,H6,yes,,data/Items.bif,0x001007A4,B6368B8E9F86EBFF4B62AF482A02ACED82306E423E62794E2556FCF2351291D2,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLH6;WQMH6;WQNH6;WQSH6,WQLH6;WQMH6;WQNH6;WQSH6,,WQLH6;WQMH6;WQNH6;WQSH6,no,
TROLLSPI,28,FIST,weapon,4836,H6,yes,,data/Items.bif,0x001007A5,BFCBFE90A10D49EEC4EEC78F72E6BFA794D448A315057586372B894B15E31959,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLH6;WQMH6;WQNH6;WQSH6,WQLH6;WQMH6;WQNH6;WQSH6,,WQLH6;WQMH6;WQNH6;WQSH6,no,
TROLLTOR,28,FIST,weapon,4836,H6,yes,,data/Items.bif,0x001007A6,B246864EBA2A0A416EBC97DB7FECCBF3AC8BB38CCBBCF593EB59AD7EE070D791,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLH6;WQMH6;WQNH6;WQSH6,WQLH6;WQMH6;WQNH6;WQSH6,,WQLH6;WQMH6;WQNH6;WQSH6,no,
TSTATUE,1,AMULET,,2020,,no,,data/Items.bif,0x001007A7,77DC710D15A8C3E062005AB2B01107213E71F93EE25EE7298216324523342B78,0,0,,,,,,no,
TTGEM01,34,GEM,,2020,,no,,data/Items.bif,0x001007A8,122A2395254D35CFC119ECEE4BA2E6EEB7FF9B1C21B2B9DAF71C51FEC49AD808,0,0,,,,,,no,
TTGEM02,34,GEM,,2020,,no,,data/Items.bif,0x001007A9,C8CADF012484E15BE17F2BC057E6C306EBDA051B459F88867C2AB2F2E2B49A5D,0,0,,,,,,no,
TTKEY01,8,KEY,,2020,,no,,data/Items.bif,0x001007AA,62455784C8161D14576C4870103A3DF0055B41A21999FCD993C7AD03C7E91785,0,0,,,,,,no,
TTLEAT,2,ARMOR,body,3241,2A,yes,2,data/Items.bif,0x001007AB,A64F6B7AD6AA47188AD0F34AB1483B90FCE71B5DF7197FD404D4227D1ED232CE,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
TTPOT,9,POTION,,2020,,no,,data/Items.bif,0x001007AC,67C52E5937403694BDF558DF72FD0FE07BD1C8A438FE6A34B0D1F13455BCE178,0,0,,,,,,no,
TTSCRL01,11,SCROLL,,2020,,no,,data/Items.bif,0x001007AD,310F328C344B1FAE15520A7A5B973E0B0EE2D98E7F9C97A28D59CF0F45BE8E48,0,0,,,,,,no,
TTSCRL02,11,SCROLL,,2020,,no,,data/Items.bif,0x001007AE,097BD25C5B86C21ED889DD33DA7589018AD745C56B2123AE6789C4F21880DAFF,0,0,,,,,,no,
TTSHLD01,12,SHIELD,shield,4433,D3,yes,,data/Items.bif,0x001007AF,94F737CC989C5D8C5156CBF9A4908796BAB20A5DEEAC482E03EF9CF88CF05A9D,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQHD3;WQLD3;WQMD3;WQND3;WQSD3,WQLD3;WQMD3;WQND3;WQSD3,WQHD3,WQLD3;WQMD3;WQND3;WQSD3,no,
TTSWORD1,20,BGSWORD,weapon,5331,S1,yes,,data/Items.bif,0x001007B0,2CD1FCA7FF842122D5C14AAF6A0A98546F9EB97F7F11B7C2F8BB52FAD007118E,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS1;WQMS1;WQNS1;WQSS1,WQLS1;WQMS1;WQNS1;WQSS1,,WQLS1;WQMS1;WQNS1;WQSS1,no,
TTSWORD2,20,BGSWORD,weapon,5332,S2,yes,,data/Items.bif,0x001007B1,E33C3AC2EC77516110E4EF2A65A55966EAA6D2F793C7FE31FED12B988B919CF4,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS2;WQMS2;WQNS2;WQSS2,WQLS2;WQMS2;WQNS2;WQSS2,,WQLS2;WQMS2;WQNS2;WQSS2,no,
TTTREAS,34,GEM,,2020,,no,,data/Items.bif,0x001007B2,D694188225E0BB48FE6F5CAC381FB78DBA4B67B3EC613C73D88C1736DC5A9017,0,0,,,,,,no,
TTWAND,35,WAND,,2020,,no,,data/Items.bif,0x001007B3,8B8A528DF7CE7BAB45B9B613580B14C2B447F1D295BF1552B994836963625092,0,0,,,,,,no,
UMBER01,28,FIST,weapon,4836,H6,yes,,data/Items.bif,0x001007B4,6DADFD6D030BD7A46ED75001FA87D22EFD305E8F688E0FF046863313FF60429F,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLH6;WQMH6;WQNH6;WQSH6,WQLH6;WQMH6;WQNH6;WQSH6,,WQLH6;WQMH6;WQNH6;WQSH6,no,
