owner_format,owner_resref,role,icon_resref
ITM,SW1H70,item-description,PSW1H70
ITM,SW1H71,item-description,PSW1H70
ITM,SW2H17,item-description,PSW2H17
ITM,SW2H18,item-description,PSW2H17
ITM,PTION2K,item-ground,PTION2KG
ITM,PTION2K,item-inventory,PTION2KI
ITM,PTION2L,item-ground,PTION2LG
ITM,PTION2L,item-inventory,PTION2LI
ITM,PTION2M,item-ground,PTION2MG
ITM,PTION2M,item-inventory,PTION2MI
ITM,PTION2N,item-ground,PTION2NG
ITM,PTION2N,item-inventory,PTION2NI
ITM,TOME01,item-description,PTOME01
ITM,TOME02,item-description,PTOME01
ITM,TOME03,item-description,PTOME01
ITM,TOME04,item-description,PTOME01
ITM,TOME02A,item-description,PTOME02A
ITM,TOME03A,item-description,PTOME02A
ITM,TOME04A,item-description,PTOME02A
ITM,WAND18,item-description,PWAND18
ITM,WAND19,item-description,PWAND19
ITM,XBOW15,item-description,PXBOW15
ITM,XBOW16,item-description,PXBOW15
SPL,SPCL417,spellbook,SETSNARE
ITM,SHAMMR,item-ground,SHAM01
ITM,SHAMMR2,item-ground,SHAM01
ITM,SHAMMR3,item-ground,SHAM01
ITM,SW1HSEEK,item-ground,SHAM01
SPL,SPCL121,spellbook,SPCL121B
SPL,SPCL152,spellbook,SPCL152B
SPL,SPCL222,spellbook,SPCL222C
SPL,SPCL236,spellbook,SPCL236C
SPL,SPCL237,spellbook,SPCL237B
SPL,SPCL238,spellbook,SPCL238C
SPL,SPCL239,spellbook,SPCL239C
SPL,SPCL239A,spellbook,SPCL239C
SPL,SPCL412,spellbook,SPCL412C
SPL,SPCL414,spellbook,SPCL414C
SPL,BDPWEAPN,spellbook,SPCL423
SPL,OHBBLEED,spellbook,SPCL423
SPL,SPCL423,spellbook,SPCL423C
SPL,SPCL521,spellbook,SPCL521C
SPL,SPCL522,spellbook,SPCL522C
SPL,SPCL621,spellbook,SPCL621C
SPL,SPCL622,spellbook,SPCL621C
SPL,SPCL623,spellbook,SPCL621C
SPL,SPCL624,spellbook,SPCL621C
SPL,SPCL625,spellbook,SPCL621C
SPL,SPSH004,spellbook,SPCL621C
SPL,SPSH005,spellbook,SPCL621C
SPL,SPCL632,spellbook,SPCL632B
SPL,SPCL311,spellbook,SPCL641C
SPL,SPCL641,spellbook,SPCL641C
SPL,SPCL721,spellbook,SPCL721C
SPL,SPCL731,spellbook,SPCL731C
SPL,SPCL741,spellbook,SPCL741C
SPL,SPCL811,spellbook,SPCL811C
SPL,SPCL211,spellbook,SPCL815B
SPL,SPCL815,spellbook,SPCL815C
SPL,SPIN827,spellbook,SPCL815C
SPL,SPCL820,spellbook,SPCL820C
SPL,OHBWHIRL,spellbook,SPCL900B
SPL,SPCL900,spellbook,SPCL900C
SPL,SPYANC01,spellbook,SPCL900C
SPL,SPCL901,spellbook,SPCL901C
SPL,SPCL902,spellbook,SPCL902C
SPL,SPCL903,spellbook,SPCL903C
SPL,SPWISH11,spellbook,SPCL903C
SPL,JW100DMG,spellbook,SPCL904C
SPL,JWACID,spellbook,SPCL904C
SPL,JWARROW,spellbook,SPCL904C
SPL,JWCHNLGT,spellbook,SPCL904C
SPL,JWCONE,spellbook,SPCL904C
SPL,JWSCORCH,spellbook,SPCL904C
SPL,JWSP01,spellbook,SPCL904C
SPL,OHJWSP01,spellbook,SPCL904C
SPL,SPCL904,spellbook,SPCL904C
SPL,BALTH05,spellbook,SPCL905C
SPL,BDDRAGB2,spellbook,SPCL905C
SPL,BDDRAGBL,spellbook,SPCL905C
SPL,SPCL905,spellbook,SPCL905C
SPL,BALTH03,spellbook,SPCL906C
SPL,SPCL906,spellbook,SPCL906C
SPL,SPCL907,spellbook,SPCL907C
SPL,SPWISH12,spellbook,SPCL907C
SPL,SPCL908,spellbook,SPCL908C
SPL,BALTH04,spellbook,SPCL909C
SPL,SPCL909,spellbook,SPCL909C
SPL,SPCL910,spellbook,SPCL910C
SPL,SPCL911,spellbook,SPCL911C
SPL,SPCL912,spellbook,SPCL912C
SPL,SPCL913,spellbook,SPCL913C
SPL,SPCL914,spellbook,SPCL914C
SPL,SPCL915,spellbook,SPCL915C
SPL,SPCL916,spellbook,SPCL916C
SPL,BALTH02,spellbook,SPCL917C
SPL,SPCL917,spellbook,SPCL917C
SPL,SPCL918,spellbook,SPCL918C
SPL,SPWISH13,spellbook,SPCL918C
SPL,SPCL919,spellbook,SPCL919C
SPL,SPCL928,spellbook,SPCL919C
SPL,SPCL929,spellbook,SPCL919C
SPL,SPCL930,spellbook,SPCL919C
SPL,SPWISH14,spellbook,SPCL919C
SPL,SPCL922,spellbook,SPCL920C
SPL,SPCL924,spellbook,SPCL920C
SPL,SPCL925,spellbook,SPCL920C
SPL,SPCL926,spellbook,SPCL920C
SPL,SPCL927,spellbook,SPCL920C
SPL,SPCL921,spellbook,SPCL921C
SPL,SPCL936,spellbook,SPCL936C
SPL,SPCL937,spellbook,SPCL937C
SPL,SPCL938,spellbook,SPCL938C
SPL,SPCL940,spellbook,SPCL940C
SPL,SPCL941,spellbook,SPCL941C
SPL,SPCL941B,spellbook,SPCL941C
SPL,SPDD03,spellbook,SPDD03C
SPL,SPDWD02,spellbook,SPDWD02C
SPL,SPCL920,spellbook,SPENBARB
SPL,OHRHUG,spellbook,SPIN107B
SPL,SPCL611,spellbook,SPIN107B
SPL,SPIN107,spellbook,SPIN107B
SPL,SPIN783,spellbook,SPIN107B
SPL,SPIN852,spellbook,SPIN107B
SPL,SPCL612,spellbook,SPIN110B
SPL,SPIN110,spellbook,SPIN110B
SPL,SPCL613,spellbook,SPIN111B
SPL,SPIN111,spellbook,SPIN111B
SPL,OHRBEAR1,spellbook,SPIN117B
SPL,OHRBEAR2,spellbook,SPIN117B
SPL,OHRBEAR3,spellbook,SPIN117B
SPL,OHRBEAR4,spellbook,SPIN117B
SPL,OHRBEAR5,spellbook,SPIN117B
SPL,OHRBEAR6,spellbook,SPIN117B
SPL,OHRRAGE,spellbook,SPIN117B
SPL,SPCL321,spellbook,SPIN117B
SPL,SPCL321D,spellbook,SPIN117B
SPL,SPIN117,spellbook,SPIN117C
SPL,SPIN152,spellbook,SPIN152B
SPL,SPIN153,spellbook,SPIN153B
SPL,SPIN154,spellbook,SPIN154B
SPL,SPCL643,spellbook,SPIN155B
SPL,SPCL644,spellbook,SPIN155B
SPL,SPIN155,spellbook,SPIN155B
SPL,SPIN156,spellbook,SPIN156B
SPL,SPIN157,spellbook,SPIN157B
SPL,SPIN160,spellbook,SPIN160B
SPL,SPIN717,spellbook,SPIN177B
SPL,SPIN810,spellbook,SPIN177B
SPL,SPIN823,spellbook,SPIN177B
SPL,SPIN649,spellbook,SPIN649C
SPL,SPIN758,spellbook,SPIN758B
SPL,OHBBCLT3,spellbook,SPIN822
SPL,OHBBCLT4,spellbook,SPIN822
SPL,SPIN822,spellbook,SPIN822C
SPL,SPIN829,spellbook,SPIN829B
SPL,BDHELM16,spellbook,SPPR101C
SPL,OHSMODE1,spellbook,SPPR101C
SPL,OHSMODE2,spellbook,SPPR101C
SPL,OHSMODE3,spellbook,SPPR101C
SPL,OHSMODE4,spellbook,SPPR101C
SPL,SPPR101,spellbook,SPPR101C
SPL,SPWI954,spellbook,SPPR101C
SPL,BDSHA12C,spellbook,SPPR102C
SPL,SPPR102,spellbook,SPPR102C
SPL,BDAMUL26,spellbook,SPPR103C
SPL,DW#FPPLO,spellbook,SPPR103C
SPL,SPDN01A,spellbook,SPPR103C
SPL,SPIN101,spellbook,SPPR103C
SPL,SPIN109,spellbook,SPPR103C
SPL,SPIN923,spellbook,SPPR103C
SPL,SPPR103,spellbook,SPPR103C
SPL,CDDETEVL,spellbook,SPPR104C
SPL,OHBDETG,spellbook,SPPR104C
SPL,SPCL212,spellbook,SPPR104C
SPL,SPIN120,spellbook,SPPR104C
SPL,SPPR104,spellbook,SPPR104C
SPL,OHBENVLP,spellbook,SPPR105C
SPL,SPIN688,spellbook,SPPR105C
SPL,SPPR105,spellbook,SPPR105C
SPL,SPWM111,spellbook,SPPR105C
SPL,SPIN539,spellbook,SPPR106C
SPL,SPIN929,spellbook,SPPR106C
SPL,SPIN930,spellbook,SPPR106C
SPL,SPIN931,spellbook,SPPR106C
SPL,SPIN941,spellbook,SPPR106C
SPL,SPIN942,spellbook,SPPR106C
SPL,SPPR106,spellbook,SPPR106C
SPL,OHBPROG,spellbook,SPPR107C
SPL,SPCL213,spellbook,SPPR107C
SPL,SPIN121,spellbook,SPPR107C
SPL,SPPR107,spellbook,SPPR107C
SPL,SPIN676,spellbook,SPPR108C
SPL,SPPR108,spellbook,SPPR108C
SPL,SPPR109,spellbook,SPPR109C
SPL,SPPR110,spellbook,SPPR110C
SPL,SPPR599,spellbook,SPPR110C
SPL,DGFAITH,spellbook,SPPR111B
SPL,SPPR111,spellbook,SPPR111C
SPL,BDDOOM,spellbook,SPPR113C
SPL,SPPR113,spellbook,SPPR113C
SPL,SPSH003,spellbook,SPPR113C
SPL,SPPR150,spellbook,SPPR150C
SPL,SPPR201,spellbook,SPPR201C
SPL,SPPR202,spellbook,SPPR202C
SPL,OHRCLCK4,spellbook,SPPR203C
SPL,SPPR203,spellbook,SPPR203C
SPL,SPIN108,spellbook,SPPR204C
SPL,SPIN951,spellbook,SPPR204C
SPL,SPIN952,spellbook,SPPR204C
SPL,SPIN953,spellbook,SPPR204C
SPL,SPIN954,spellbook,SPPR204C
SPL,SPPR204,spellbook,SPPR204C
SPL,SPPR205,spellbook,SPPR205C
SPL,SPPR205D,spellbook,SPPR205C
SPL,SPIN663,spellbook,SPPR206C
SPL,SPPR206,spellbook,SPPR206C
SPL,SPWI952,spellbook,SPPR206C
SPL,SPPR207,spellbook,SPPR207C
SPL,SPWM136,spellbook,SPPR207C
SPL,SPWM140,spellbook,SPPR207C
SPL,SPWM141,spellbook,SPPR207C
SPL,DRGRBRHT,spellbook,SPPR208C
SPL,OHDMASK,spellbook,SPPR208C
SPL,OHHNECR1,spellbook,SPPR208C
SPL,OHHNECR2,spellbook,SPPR208C
SPL,OHHNECR3,spellbook,SPPR208C
SPL,OHHNECR4,spellbook,SPPR208C
SPL,OHHNECR5,spellbook,SPPR208C
SPL,OHNHAMMX,spellbook,SPPR208C
SPL,OHNSHLDX,spellbook,SPPR208C
SPL,OHREYEB2,spellbook,SPPR208C
SPL,OHRGROG,spellbook,SPPR208C
SPL,SPIN535,spellbook,SPPR208C
SPL,SPIN595,spellbook,SPPR208C
SPL,SPIN595V,spellbook,SPPR208C
SPL,SPIN596,spellbook,SPPR208C
SPL,SPIN596V,spellbook,SPPR208C
SPL,SPIN647,spellbook,SPPR208C
SPL,SPIN648,spellbook,SPPR208C
SPL,SPIN666,spellbook,SPPR208C
SPL,SPIN690,spellbook,SPPR208C
SPL,SPIN691,spellbook,SPPR208C
SPL,SPIN691V,spellbook,SPPR208C
SPL,SPIN693,spellbook,SPPR208C
SPL,SPIN832,spellbook,SPPR208C
SPL,SPIN832V,spellbook,SPPR208C
SPL,SPIN833,spellbook,SPPR208C
SPL,SPIN833V,spellbook,SPPR208C
SPL,SPIN848,spellbook,SPPR208C
SPL,SPIN877,spellbook,SPPR208C
SPL,SPIN878,spellbook,SPPR208C
SPL,SPIN885,spellbook,SPPR208C
SPL,SPIN893,spellbook,SPPR208C
SPL,SPIN893V,spellbook,SPPR208C
SPL,SPIN894,spellbook,SPPR208C
SPL,SPIN988,spellbook,SPPR208C
SPL,SPIN990,spellbook,SPPR208C
SPL,SPIN991,spellbook,SPPR208C
SPL,SPIN999,spellbook,SPPR208C
SPL,SPPR208,spellbook,SPPR208C
SPL,SPPR989,spellbook,SPPR208C
SPL,SPWI306,spellbook,SPPR208C
SPL,SPWM122,spellbook,SPPR208C
SPL,SPWM142,spellbook,SPPR208C
SPL,SPPR209,spellbook,SPPR209C
SPL,SPPR210,spellbook,SPPR210C
SPL,OHBSPALT,spellbook,SPPR211C
SPL,SPIN692,spellbook,SPPR211C
SPL,SPIN774,spellbook,SPPR211C
SPL,SPIN786,spellbook,SPPR211C
SPL,SPIN788,spellbook,SPPR211C
SPL,SPIN998,spellbook,SPPR211C
SPL,SPPR211,spellbook,SPPR211C
SPL,SPPR988,spellbook,SPPR211C
SPL,SPWI052,spellbook,SPPR211C
SPL,SPIN102,spellbook,SPPR212C
SPL,SPPR212,spellbook,SPPR212C
SPL,MELIS02B,spellbook,SPPR213C
SPL,SPIN113,spellbook,SPPR213C
SPL,SPPR213,spellbook,SPPR213C
SPL,SPPR603D,spellbook,SPPR213C
SPL,SPPR698,spellbook,SPPR213C
SPL,SPPR698D,spellbook,SPPR213C
SPL,BALTH01A,spellbook,SPPR214C
SPL,BHAAL2A,spellbook,SPPR214C
SPL,BHAAL3B,spellbook,SPPR214C
SPL,SPIN103,spellbook,SPPR214C
SPL,SPIN700,spellbook,SPPR214C
SPL,SPIN759,spellbook,SPPR214C
SPL,SPIN760,spellbook,SPPR214C
SPL,SPIN761,spellbook,SPPR214C
SPL,SPIN762,spellbook,SPPR214C
SPL,SPIN763,spellbook,SPPR214C
SPL,SPIN764,spellbook,SPPR214C
SPL,SPPR214,spellbook,SPPR214C
SPL,SPPR250,spellbook,SPPR250C
SPL,SPCL106,spellbook,SPPR301B
SPL,SPIN115,spellbook,SPPR301C
SPL,SPPR301,spellbook,SPPR301C
SPL,BDOFFSCR,spellbook,SPPR302C
SPL,BLIZTRL,spellbook,SPPR302C
SPL,CDNEF1,spellbook,SPPR302C
SPL,CDNEF2,spellbook,SPPR302C
SPL,CDTROLL1,spellbook,SPPR302C
SPL,CH3SLAY,spellbook,SPPR302C
SPL,CHALTROL,spellbook,SPPR302C
SPL,DRSHNL21,spellbook,SPPR302C
SPL,ELETRO01,spellbook,SPPR302C
SPL,JWSP02,spellbook,SPPR302C
SPL,KPTROL13,spellbook,SPPR302C
SPL,OBSICE01,spellbook,SPPR302C
SPL,OHBCALLL,spellbook,SPPR302C
SPL,OHHGFORM,spellbook,SPPR302C
SPL,PPTROLL1,spellbook,SPPR302C
SPL,SPIN537,spellbook,SPPR302C
SPL,SPIN540,spellbook,SPPR302C
SPL,SPIN541,spellbook,SPPR302C
SPL,SPIN573,spellbook,SPPR302C
SPL,SPIN574,spellbook,SPPR302C
SPL,SPIN594,spellbook,SPPR302C
SPL,SPIN656,spellbook,SPPR302C
SPL,SPIN659,spellbook,SPPR302C
SPL,SPIN670,spellbook,SPPR302C
SPL,SPIN739,spellbook,SPPR302C
SPL,SPIN740,spellbook,SPPR302C
SPL,SPIN741,spellbook,SPPR302C
SPL,SPIN742,spellbook,SPPR302C
SPL,SPIN743,spellbook,SPPR302C
SPL,SPIN744,spellbook,SPPR302C
SPL,SPIN791,spellbook,SPPR302C
SPL,SPIN798,spellbook,SPPR302C
SPL,SPIN835,spellbook,SPPR302C
SPL,SPIN847,spellbook,SPPR302C
SPL,SPIN849,spellbook,SPPR302C
SPL,SPIN850,spellbook,SPPR302C
SPL,SPIN851,spellbook,SPPR302C
SPL,SPIN868,spellbook,SPPR302C
SPL,SPIN869,spellbook,SPPR302C
SPL,SPIN874,spellbook,SPPR302C
SPL,SPIN875,spellbook,SPPR302C
SPL,SPIN876,spellbook,SPPR302C
SPL,SPIN881,spellbook,SPPR302C
SPL,SPIN902,spellbook,SPPR302C
SPL,SPIN903,spellbook,SPPR302C
SPL,SPIN915,spellbook,SPPR302C
SPL,SPIN922,spellbook,SPPR302C
SPL,SPIN955,spellbook,SPPR302C
SPL,SPIN963,spellbook,SPPR302C
SPL,SPIN964,spellbook,SPPR302C
SPL,SPIN967,spellbook,SPPR302C
SPL,SPIN968,spellbook,SPPR302C
SPL,SPIN969,spellbook,SPPR302C
SPL,SPIN970,spellbook,SPPR302C
SPL,SPIN971,spellbook,SPPR302C
SPL,SPIN972,spellbook,SPPR302C
SPL,SPPR302,spellbook,SPPR302C
SPL,SPPR987,spellbook,SPPR302C
SPL,SPWI938,spellbook,SPPR302C
SPL,SPWI941,spellbook,SPPR302C
SPL,SPWI942,spellbook,SPPR302C
SPL,SPWI944,spellbook,SPPR302C
SPL,SPWI945,spellbook,SPPR302C
SPL,SPWI946,spellbook,SPPR302C
SPL,SPWI947,spellbook,SPPR302C
SPL,SPWI948,spellbook,SPPR302C
SPL,SPWI949,spellbook,SPPR302C
SPL,SPWI961,spellbook,SPPR302C
SPL,SPWI962,spellbook,SPPR302C
SPL,SPWI963,spellbook,SPPR302C
SPL,SPWI964,spellbook,SPPR302C
SPL,SPWI965,spellbook,SPPR302C
SPL,SPWI987,spellbook,SPPR302C
SPL,SPWI988,spellbook,SPPR302C
SPL,SPWI989,spellbook,SPPR302C
SPL,SPWI990,spellbook,SPPR302C
SPL,SPWI991,spellbook,SPPR302C
SPL,SPWI992,spellbook,SPPR302C
SPL,SPWI993,spellbook,SPPR302C
SPL,SPWI999,spellbook,SPPR302C
SPL,SPWISH01,spellbook,SPPR302C
SPL,SPWISH02,spellbook,SPPR302C
SPL,SPWISH03,spellbook,SPPR302C
SPL,SPWISH04,spellbook,SPPR302C
SPL,SPWISH05,spellbook,SPPR302C
SPL,SPWISH06,spellbook,SPPR302C
SPL,SPWISH08,spellbook,SPPR302C
SPL,SUTROLL,spellbook,SPPR302C
SPL,TORGAL3,spellbook,SPPR302C
SPL,WEREWYV,spellbook,SPPR302C
SPL,OHBAMREM,spellbook,SPPR303C
SPL,OHREPRTY,spellbook,SPPR303C
SPL,SPCL144,spellbook,SPPR303C
SPL,SPCL231,spellbook,SPPR303C
SPL,SPPR303,spellbook,SPPR303C
SPL,SPPR304,spellbook,SPPR304C
SPL,SPWI897,spellbook,SPPR304C
SPL,SPWI898,spellbook,SPPR304C
SPL,SPWI899,spellbook,SPPR304C
SPL,SPWM123,spellbook,SPPR304C
SPL,SPPR305,spellbook,SPPR305C
SPL,CDHGTRL,spellbook,SPPR306C
SPL,CDTORGAL,spellbook,SPPR306C
SPL,CDTRLBLZ,spellbook,SPPR306C
SPL,SPIN837,spellbook,SPPR306C
SPL,SPIN920,spellbook,SPPR306C
SPL,SPIN920B,spellbook,SPPR306C
SPL,SPPR306,spellbook,SPPR306C
SPL,SPPR699,spellbook,SPPR306C
SPL,SPWI802,spellbook,SPPR306C
SPL,SPWI802B,spellbook,SPPR306C
SPL,TROLLREG,spellbook,SPPR306C
SPL,SPPR307,spellbook,SPPR307C
SPL,SPPR308,spellbook,SPPR308C
SPL,OHBEXPLR,spellbook,SPPR309C
SPL,OHDXDIS,spellbook,SPPR309C
SPL,OH_VSBL,spellbook,SPPR309C
SPL,SPPR309,spellbook,SPPR309C
SPL,OHBANTIM,spellbook,SPPR310C
SPL,SPPR310,spellbook,SPPR310C
SPL,SPPR986,spellbook,SPPR310C
SPL,SPWISH30,spellbook,SPPR310C
SPL,SPWISH33,spellbook,SPPR310C
SPL,SPWISH34,spellbook,SPPR310C
SPL,SPIN834,spellbook,SPPR311C
SPL,SPIN959,spellbook,SPPR311C
SPL,SPIN974,spellbook,SPPR311C
SPL,SPPR311,spellbook,SPPR311C
SPL,SPPR312,spellbook,SPPR312C
SPL,SPPR313,spellbook,SPPR313C
SPL,SPCL103,spellbook,SPPR314B
SPL,SPPR314,spellbook,SPPR314C
SPL,SPPR315,spellbook,SPPR315C
SPL,SPIN699,spellbook,SPPR317C
SPL,SPPR317,spellbook,SPPR317C
SPL,SPIN601,spellbook,SPPR318C
SPL,SPPR318,spellbook,SPPR318C
SPL,SPPR319,spellbook,SPPR319C
SPL,SPPR350,spellbook,SPPR350C
SPL,SPIN200,spellbook,SPPR401C
SPL,SPIN551,spellbook,SPPR401C
SPL,SPIN958,spellbook,SPPR401C
SPL,SPIN986,spellbook,SPPR401C
SPL,SPPR401,spellbook,SPPR401C
SPL,SPIN114,spellbook,SPPR402C
SPL,SPIN569,spellbook,SPPR402C
SPL,SPIN570,spellbook,SPPR402C
SPL,SPIN730,spellbook,SPPR402C
SPL,SPPR402,spellbook,SPPR402C
SPL,SPRA304,spellbook,SPPR402C
SPL,SPPR403,spellbook,SPPR403C
SPL,SPIN201,spellbook,SPPR404C
SPL,SPPR404,spellbook,SPPR404C
SPL,SPPR405,spellbook,SPPR405C
SPL,URGEKILL,spellbook,SPPR405C
SPL,SPPR406,spellbook,SPPR406C
SPL,SPPR407,spellbook,SPPR407C
SPL,OHBPROG1,spellbook,SPPR408C
SPL,OHPRGD10,spellbook,SPPR408C
SPL,SPCL233,spellbook,SPPR408C
SPL,SPPR408,spellbook,SPPR408C
SPL,SPPR409,spellbook,SPPR409C
SPL,SPPR410,spellbook,SPPR410C
SPL,BDSHA01B,spellbook,SPPR411C
SPL,BHAAL2B,spellbook,SPPR411C
SPL,SPPR411,spellbook,SPPR411C
SPL,OHTMPS1,spellbook,SPPR412C
SPL,SPIN757,spellbook,SPPR412C
SPL,SPPR412,spellbook,SPPR412C
SPL,BHAAL3A,spellbook,SPPR413C
SPL,BHAAL4B,spellbook,SPPR413C
SPL,SPCL105,spellbook,SPPR413C
SPL,SPIN916,spellbook,SPPR413C
SPL,SPPR413,spellbook,SPPR413C
SPL,OHBCWOUN,spellbook,SPPR414C
SPL,OHBDCSW,spellbook,SPPR414C
SPL,SPIN202,spellbook,SPPR414C
SPL,SPPR414,spellbook,SPPR414C
SPL,SPPR415,spellbook,SPPR415C
SPL,SPIN203,spellbook,SPPR416C
SPL,SPPR416,spellbook,SPPR416C
ITM,RESTORE,item-inventory,SPPR417A
SPL,CDPR417,spellbook,SPPR417C
SPL,SPPR417,spellbook,SPPR417C
SPL,SPPR450,spellbook,SPPR450C
SPL,SPPR450B,spellbook,SPPR450C
SPL,SPPR501,spellbook,SPPR501C
SPL,SPRA305,spellbook,SPPR501C
SPL,SPWM154,spellbook,SPPR501C
SPL,SPWM155,spellbook,SPPR501C
SPL,SPWM157,spellbook,SPPR501C
SPL,SPWM159,spellbook,SPPR501C
SPL,SPPR502,spellbook,SPPR502C
SPL,OHBEFLAM,spellbook,SPPR503C
SPL,SPIMIX01,spellbook,SPPR503C
SPL,SPIN561,spellbook,SPPR503C
SPL,SPIN636,spellbook,SPPR503C
SPL,SPIN702,spellbook,SPPR503C
SPL,SPIN799,spellbook,SPPR503C
SPL,SPPR503,spellbook,SPPR503C
SPL,SPPR985,spellbook,SPPR503C
SPL,SPWI979,spellbook,SPPR503C
SPL,#RDREMOV,spellbook,SPPR504C
SPL,JWORPHAN,spellbook,SPPR504C
SPL,SPJA01,spellbook,SPPR504C
SPL,SPJA01A,spellbook,SPPR504C
SPL,SPPR504,spellbook,SPPR504C
SPL,SPPR504A,spellbook,SPPR504C
SPL,SPPR999,spellbook,SPPR504C
SPL,SPPR506,spellbook,SPPR506C
SPL,SPPR507,spellbook,SPPR507C
SPL,BDBRD03,spellbook,SPPR508C
SPL,SPPR508,spellbook,SPPR508C
SPL,SPIN650,spellbook,SPPR509C
SPL,SPIN651,spellbook,SPPR509C
SPL,SPIN652,spellbook,SPPR509C
SPL,SPIN653,spellbook,SPPR509C
SPL,SPIN654,spellbook,SPPR509C
SPL,SPPR509,spellbook,SPPR509C
SPL,SPWISH31,spellbook,SPPR509C
SPL,SPPR510,spellbook,SPPR510C
SPL,SPPR511,spellbook,SPPR511C
SPL,SPPR512,spellbook,SPPR512C
SPL,DGRIGHT,spellbook,SPPR513C
SPL,SPPR513,spellbook,SPPR513C
SPL,BHAAL1A,spellbook,SPPR514C
SPL,SPPR514,spellbook,SPPR514C
SPL,SPPR515,spellbook,SPPR515C
SPL,SPPR516,spellbook,SPPR516C
SPL,SPPR517,spellbook,SPPR517C
SPL,SPPR550,spellbook,SPPR550C
SPL,SPPR550A,spellbook,SPPR550C
SPL,SPPR601,spellbook,SPPR601C
SPL,SPPR602,spellbook,SPPR602C
SPL,SPRA306,spellbook,SPPR602C
SPL,MELIS01,spellbook,SPPR603C
SPL,MELIS02,spellbook,SPPR603C
SPL,SPPR603,spellbook,SPPR603C
SPL,SPPR604,spellbook,SPPR604C
SPL,SPIN631,spellbook,SPPR605C
SPL,SPIN637,spellbook,SPPR605C
SPL,SPIN638,spellbook,SPPR605C
SPL,SPPR605,spellbook,SPPR605C
SPL,SPPR606,spellbook,SPPR606C
SPL,DEVAHEAL,spellbook,SPPR607C
SPL,OHBBCLT1,spellbook,SPPR607C
SPL,SENSPIHE,spellbook,SPPR607C
SPL,SPIN668,spellbook,SPPR607C
SPL,SPIN669,spellbook,SPPR607C
SPL,SPIN679,spellbook,SPPR607C
SPL,SPIN711,spellbook,SPPR607C
SPL,SPPR607,spellbook,SPPR607C
SPL,SPWISH28,spellbook,SPPR607C
SPL,SPWISH39,spellbook,SPPR607C
SPL,SPWM168,spellbook,SPPR607C
SPL,OHBPR608,spellbook,SPPR608C
SPL,SPPR608,spellbook,SPPR608C
SPL,SPPR609,spellbook,SPPR609C
SPL,SPPR610,spellbook,SPPR610C
SPL,SPPR611,spellbook,SPPR611C
SPL,SPPR612,spellbook,SPPR612C
SPL,SPPR613,spellbook,SPPR613C
SPL,SPPR614,spellbook,SPPR614C
SPL,SPPR650,spellbook,SPPR650C
SPL,DGARCHON,spellbook,SPPR701C
SPL,DGARCHOO,spellbook,SPPR701C
SPL,SPPR701,spellbook,SPPR701C
SPL,SPPR701B,spellbook,SPPR701C
SPL,SPPR702,spellbook,SPPR702C
SPL,SPPR703,spellbook,SPPR703C
SPL,SPPR704,spellbook,SPPR704C
SPL,SPPR705,spellbook,SPPR705C
SPL,SPPR707,spellbook,SPPR707C
SPL,SPPR708,spellbook,SPPR708C
SPL,SPPR710,spellbook,SPPR710C
SPL,BHAAL1B,spellbook,SPPR711C
SPL,SPPR711,spellbook,SPPR711C
SPL,BHAAL4A,spellbook,SPPR712C
SPL,BHAAL4AA,spellbook,SPPR712C
SPL,SPPR712,spellbook,SPPR712C
SPL,SPPR712A,spellbook,SPPR712C
SPL,OHBRESTO,spellbook,SPPR713C
SPL,SPPR713,spellbook,SPPR713C
SPL,SPWISH07,spellbook,SPPR713C
SPL,SPWISH46,spellbook,SPPR713C
SPL,SPPR715,spellbook,SPPR715C
SPL,SPIN689,spellbook,SPPR717C
SPL,SPPR717,spellbook,SPPR717C
ITM,SCRLAN,item-inventory,SPPR718A
ITM,SCRLAP,item-inventory,SPPR718A
SPL,SPPR718,spellbook,SPPR718C
SPL,SPWI816,spellbook,SPPR718C
ITM,SCRLAM,item-inventory,SPPR719A
ITM,SCRLAO,item-inventory,SPPR719A
SPL,SPPR719,spellbook,SPPR719C
SPL,SPWI817,spellbook,SPPR719C
ITM,MISCA5,item-inventory,SPPR720A
SPL,OHBQUAKE,spellbook,SPPR720C
SPL,SPOGRE01,spellbook,SPPR720C
SPL,SPPR720,spellbook,SPPR720C
SPL,SPPR721,spellbook,SPPR721C
SPL,SPWI920,spellbook,SPPR721C
SPL,SPPR722,spellbook,SPPR722C
SPL,SPPR723,spellbook,SPPR723C
SPL,SPPR724,spellbook,SPPR724C
SPL,SPPR725,spellbook,SPPR725C
SPL,SPPR725D,spellbook,SPPR725C
SPL,SPWISH09,spellbook,SPPR725C
SPL,SPYANCD,spellbook,SPPR725C
SPL,SPCL923,spellbook,SPPR726C
SPL,SPPR726,spellbook,SPPR726C
SPL,SPCL935,spellbook,SPPR727C
SPL,SPPR727,spellbook,SPPR727C
SPL,SPPR728,spellbook,SPPR728C
SPL,OHBRAISE,spellbook,SPPR729C
SPL,OHBSUZA2,spellbook,SPPR729C
SPL,SPPR729,spellbook,SPPR729C
SPL,SPPR729A,spellbook,SPPR729C
SPL,SPPR729B,spellbook,SPPR729C
SPL,SPWISH10,spellbook,SPPR729C
SPL,SPAURU,spellbook,SPPR730C
SPL,SPPR730,spellbook,SPPR730C
SPL,SPPR730D,spellbook,SPPR730C
